item,body,rating
Black Butte XXXV,"From the 12 oz bottle in a snifter. This solid little brew pours a muddled 
coal black with a thick head of brown foam that sizzles to a thick ring, thin clumping 
layer, and sports some very nice lacing. Nose of dark coffee, tart cherry, dark bakers 
chocolate, char, and faint bourbon. Flavors surpass the nose with earthy dark chocolate, 
bourbon, vanilla, oak, char, toasted coconut, tart cherry, and heavy dark coffee. Mouth 
feel is full, smooth, coating, medium light carbonation, lightly warming, and a  
bitter malt / coffee / dark chocolate finish that is moderately dry. 
 
overall, a solid little imperial 
 
Cheers",4.35
Black Butte XXXV,,4.28
Black Butte XXXV,"In thirty-five years of playing with porter, imagination and creativity run amuck as elements of cherry, cocoa and vanilla add tangy balance and curiosity to its imperial toasted dark ale of succulence. 
 
Just the slimmest shade off from black, its near-onyx body is capped with a tan whipped mocha froth that sturdily holds onto the glass during the patient session. With strong coffee, cocoa and burnt toast hovering above the rim, its tangy dark fruit scent is highlighted by its tingle of bourbon spice. Its full and deeply penetrating taste is of wonderfully burnt sugars leading with molasses, baker's chocolate and latte early on the palate. 
 
With earthen elements of coffee, soil, smoldering embers and burnt bread seeping into the mouth; the brilliant vibrancy of cherry seem to bounce off the tongue with its mild acidic balance. Soothing with vanilla and lingering caramelization, the taste eventually turns coffee bitter with smoldering embers, booze soaked oak and nuances of toasted coconut. 
 
Bittered with coffee and campfire, a burnt pinecone taste pulls from the ash and achieves a slight semblance of dryness with spicy bourbon into a finish that echoes chocolate covered cherries in long waves of aftertaste.",4.25
Black Butte XXXV,Cherry cola beer,3.91
Black Butte XXXV,,4.66
Black Butte XXXV,,4.17
Black Butte XXXV,"12oz bottle from Boise Co-op. Near black pour, slight beige head. Chocolaty aroma, light roast. Taste walks a fine line between chocolate and roasty malts. Pretty mild for an 11% ABV.",3.5
Black Butte XXXV,,4.15
Black Butte XXXV,"A surprise find at the bottle shop, had no idea this seasonal was released yet. 12oz bottle poured into a goblet. 
 
Pours pitch-black and stout dark with a mocha-colored cap of head, about a fingers worth. The nose is earthy and dark with notes of that cocoa, oak, whiskey, tobacco, char, smoke, and dark fruits. The cherry only emerges on the finish to me, and isn't distracting at all, more of a hidden nuance than an overt addition. There is an impression of booze that blends with the oaky vanilla and earthy wet tobacco leaf, with that cocoa present but never in a sweet, confectionary way...nice hints of smoke and char too...drying and bitter at times, but that keeps the palate moving in an appropriate way. 
 
Overall I enjoyed it and would drink it again, a fine example of a Porter.",4.25
Black Butte XXXV,,4.48
Pannepot,"11.2FL OZ bottle 
Served in wine glass 
21/09/2021 
 
This beer pours a deep brown hue and is topped with a couple inches of tan head that leaves nice lacing. 
 
I smell raisin and brown sugar. I get some molasses too. 
 
Taste is It has a pumpernickel bread flavor but sweeter. I get a little fig and date. I get some caramelized sugar. Earthy with some muted spices. 
 
Thin bodied with a thin mouthfeel 
 
Good beer",3.82
Pannepot,2016 vintage drank in 2023.,4.24
Pannepot,,5
Pannepot,"2021 vintage, calls itself a dark strong ale. Very stouty for a dark strong ale. Strong roasted malt flavour and aroma. Nice beer, but not quite the taste expected",4
Pannepot,"375ml bottle vintage 2021. 
 
Pours dark chestnut with a short head of tan . Minimal retention or lacing. Dark rum, raisins, red apples, clove, faint nutmeg in the nose. Medium bodied with a soft, slickish, chewy mouthfeel. Dark caramel, plump malt, earthy spice on the palate. Finishes a bit sweet and warming.",4.3
Pannepot,,4.13
Pannepot,,4.6
Pannepot,,4.34
Pannepot,,4.25
Pannepot,,4.09
Pannepot,"Poured from the 2011 vintage, 11.2 oz bottle into the test chalice 
A - Tawny ruby color, gently carbonated, a ring of mocha, surrounds a few islands in the center. 
S - Figs, raisins, molasses, a floral thread includes a bit of lily, and clove. 
T - Brown bread, molasses, dark fruit, blackberry reduction, with a solid cigar wrap tobacco element.  
M - Lite on the palate, semi sweet start offsets the fear from the aromatics, delightful crisp texture. Finish is surprisingly dry. 
Linger is dessert on the dark side. 
O - A true delight, delicate and a bit assertive, figgy, with just enough alcohol registering.",4.19
Pannepot,"330 ml bottle, as Struise Pannepot 2013 Old Fishermans Ale (ale brewed with spices), PNP No. 4 Brown Brew. ABV is 10%. Very dark brown to ruby colour, nearly black. Moderate tan head. Intense and interesting aroma of rich malts, various spices and brown kandij sugar. Medium sweet and distinctly spicy flavour, again notes of rich malts, also notes of liquorice, anise, caramel and pumpernickel bread.",4
Pannepot,,4.46
Pannepot,"Dark mahogany appearance with a large, dense, tan head and loads of lacing. Aroma is full of spicy goodness and multiple layers of dark, ripe fruit, rum and molasses. The taste marries the fruity, spicy flavors with lush, chocolate/caramel malts. Creamy, full bodied mouthfeel; rich and smooth on the palate. Finishes like a fine dessert wine",4.43
Pannepot,"A 330ml bottle, 2020 vintage, bottled on 14th July 2020, with a best before date of 14th July 2025. Poured into a Struise tulip glass. 
 
Appearance: Dark brown in colour with a thin beige head that dissipated quickly and left only sparse to no lacing. 
 
Aroma: Sweet, doughy, cake, caramel, clove, candied plum, prune, grape gummy candies, chocolate, coffee, and candi sugar. 
 
Taste: Lightly sweet, yeasty, doughy, slightly boozy, fig, clove, plum, prunes, raisin, toffee, with notes of cocoa and chocolate. 
 
Mouthfeel: Creamy, medium bodied with low carbonation. 
 
Overall: A little bit too doughy for me, but still enjoyable.",4.05
Pannepot,"July 30th, 2016 - A wonderful treat, here with a good friend, and an aged beer that might have soon been eligible for a museum. Complex, deep, and wonderful, it bears a striking relationship with its cousin tasted and enjoyed back in October. The smell reminds me of yakitori stands on a cold winter Tokyo night, and made deep with a muddy, rich aroma. The flavor is equally impressive, and develops as a well trained orchestra, with multitudinous tastes and notes acting in concert to a glorious crescendo.",4.3
Pannepot,,4.04
Pannepot,,2.17
Pannepot,"1300th review. Something £ and 'exotic' that rather missed it's high expectations. 
L- Black to the eye, held to a halogen it's a super-dark red-brown. Pours with a 3mm fine-bubble pale tan head. 
S- Quite bright and vinious... is this aged in wine barrels? ... 
T- It definitely has a fruity/wine side to it... then I start wondering just wine, or wine plus a hint of brandy ie it's quite a pungent/'ABV%-ey' facet. 
F- It doesn't taste like a typical Belgian Quad, the wine edge is prominent here. It's all in pretty pungent, one for slow sipping, esp in winter/colder months. 
O- Well it's a tasty beer, but for me the wine notes are a bit too prominent. The adage from my youth was 'Enjoy the grape (wine/brandy) or the grain (beer/whisky etc), as never the two will meet'. I.e. mix them => hang-over from hell. And that seems to be true. So beer tasting of wine is a bit strange for me. 
This beer is from a bottle labelled on the front 'Pannepot - Special - Reserva' in place of the '2006 - Ale brewed with spices' in the photo above. 
Bottled: 24/04/2018. 330ml. Bought from Bacchanalia, Mill Road, Cambridge/UK £6.99 - Ouch!",3.6
Pannepot,"2017 bottle 
 
Pours dark brown, tan colored head that fades. Aroma of doughy bread, caramel, booze, clove, dried apricot. Similar flavors in the taste, starts a little sweet but finishes dry, a little oaky, and mild tartness. Medium bodied.",4.23
Oktoberfest Märzen Lager,"Like a lot of lagers, this style doesn't get the high numbers. I'm always way over rDev, and could go even higher with this very enjoyable American Märzen. 4th can on 4 separate days, and thoroughly enjoyed them all.",4.34
Oktoberfest Märzen Lager,"16oz can dated 8/1/23. 
 
Pours clear copper with a chill-haze and a half-inch head of white. Moderate retention and lacing. Biscuity malt in the nose with a hint of honey-drizzled brown bread. Medium bodied with a soft but crisp mouthfeel. Doughy malt on the palate with a substantial bitterness and a minerally backbone. Finishes dry and bitter with a dirty penny aftertaste.",3.83
Oktoberfest Märzen Lager,"Poured from a can into a pint glass 
Appearance – The beer pours a deep amber color with a small head of off-white foam. The head has a decent level of retention, fading to leave a light level of foamy lace on the sides of the glass. 
Smell – The aroma is heavy of a caramel and bready smell with light notes of toast and dough. Mixed with these smells comes notes of apple and pear as well as a touch of earth and some floral hop. 
Taste – The taste begins with a rather clean brady and doughy flavor mixed with some caramel and toffee sweetness. At the same time there is a touch of nuttiness and a little bit of apple and pear. As the taste advances the flavors take on a touch more roastiness and graininess while the sweet and doughy flavors dwindle a tad. At the end, herb and earth join in, leaving one with a slightly more crisp (for a marzen) and rather clean taste to linger on the tongue. 
Mouthfeel -The body of the brew is medium in thickness and creaminess with a rather moderate carbonation level, bot of which suit the flavor profile rather well, and both of which make for a very easy sipper. 
Overall – A rather nice flavorful and super easy drinking Marzen. Quite nice!",3.99
Oktoberfest Märzen Lager,"Canned on 8/1/23 
 
Tall can. Pours a welcoming and warm shad of medium honey, amber, medium haze. Large and lasting khaki cap. Leaves heavier strands of sticky lacing on the glass. 
 
Malty sniff, leads to some vanilla, honey and maple on the palate...pleasing O Fest/Marzen brew.",3.84
Oktoberfest Märzen Lager,,3.85
Oktoberfest Märzen Lager,,4.23
Oktoberfest Märzen Lager,Poured into a 16 oz pint glass from a can; born on 6/15/23. Pours light reddish brown with initial two fingers of head (slowly but surely recedes). Tastes of sweet caramel notes and slightly burnt malt. Good.,4
Oktoberfest Märzen Lager,,3.75
Oktoberfest Märzen Lager,This brew boasts an attactive orange color and a slight white head. There are sweet and toasty malt notes in the nose. It's medium-bodied and low in carbonation. Palate is on the sweet side with the subtlest (European?) hop notes in the finish. Some hop appears in the nose as the beer warms. Straightforward but good.,4.08
Oktoberfest Märzen Lager,,4.24
Oktoberfest Märzen Lager,"Canned 8/25/22 
 
I was listening to Malt Couture (DDB’s podcast) 2 weeks ago and this beer was featured. Everyone on the pod seemed to think it was pretty good, so I made a mental note to grab it if I saw it. Lo and behold, I found it a few days later by total accident. Let’s crack this open for the crisp fall night we’re having 
 
Pours a cloudy brownish orange with 2 fingers of creamy off white head that fades to a thin cap and leaves minimal lacing 
 
In the nose this kinda leans a bit more into Festbier territory, it gives it a nice pop. I’m picking up on aromas of biscuity malt, herbal hops, wildflower honey, cracker, black pepper, and light orange zest 
 
It leans a bit sweeter in taste, but it’s still very solid. On the front end of the sip I’m tasting wheat bread, toasted grain, floral hops, pear, sweet honey, and light pepper. The swallow brings notes of biscuity malt, wildflower honey, pear skin, floral hops, light toast, and toffee 
 
A light medium body pairs with gentle tingling carbonation, resulting in a crisp beer with a nice sweetness. Finishes dry and very refreshing 
 
This is solid stuff. Highly drinkable and not too sweet like some can be",4.08
